timestamp,lat,lon,alt,climb_rate,vn,ve,vup,roll_deg,pitch_deg,yaw_deg,p_rads,q_rads,r_rads,ax_body,ay_body,az_body,ax_world,ay_world,az_world,u1_pwm,u2_pwm,u3_pwm,u4_pwm,thrust_total_N,battery_pct,wind_speed_mps,wind_heading_deg
70.948,-3.73e-05,0.0003262,6.9853,-0.0136,0.7508,2.8392,-0.0136,-8.769,-14.291,94.024,0.95376,-0.81627,-0.22994,-0.1969,0.0597,-20.5487,1.337,2.4105,-0.0587,0.6462,0.6311,0.6578,0.641,10.3043,84.39,0.0,45.0
70.952,-3.73e-05,0.0003263,6.9853,-0.0132,0.756,2.849,-0.0132,-8.545,-14.482,94.0,0.9531,-0.80522,-0.22932,-0.1984,0.0626,-20.6571,1.3004,2.454,-0.1101,0.6438,0.6294,0.6704,0.6458,10.3577,84.39,0.0,45.0
70.956,-3.72e-05,0.0003264,6.9852,-0.0129,0.7611,2.8589,-0.0129,-8.319,-14.671,93.974,0.95559,-0.79871,-0.22836,-0.203,0.0629,-20.5926,1.2548,2.4712,-0.0761,0.6341,0.6237,0.6641,0.66,10.3276,84.39,0.0,45.0
70.96,-3.72e-05,0.0003265,6.9852,-0.0126,0.7659,2.8689,-0.0126,-8.094,-14.855,93.948,0.95632,-0.78106,-0.22736,-0.2013,0.064,-20.5799,1.2116,2.5009,-0.0673,0.6455,0.6101,0.6816,0.6432,10.3213,84.39,0.0,45.0
70.964,-3.72e-05,0.0003266,6.9851,-0.0128,0.7705,2.8789,-0.0128,-7.867,-15.035,93.92,0.95791,-0.76145,-0.22685,-0.2005,0.0585,-20.3354,1.1614,2.4985,0.0529,0.6502,0.607,0.6668,0.6257,10.1988,84.39,0.0,45.0
70.968,-3.71e-05,0.0003267,6.9851,-0.0129,0.775,2.889,-0.0129,-7.64,-15.206,93.89,0.9581,-0.72007,-0.22599,-0.2054,0.0605,-20.3857,1.122,2.5274,0.0298,0.6725,0.5757,0.7051,0.6028,10.2243,84.39,0.0,45.0
70.972,-3.71e-05,0.0003268,6.985,-0.0132,0.7793,2.8992,-0.0132,-7.412,-15.368,93.859,0.95874,-0.68161,-0.2245,-0.2015,0.0653,-20.2945,1.0714,2.5443,0.0756,0.6553,0.565,0.7091,0.6152,10.1785,84.39,0.0,45.0
70.976,-3.71e-05,0.0003269,6.985,-0.0131,0.7835,2.9095,-0.0131,-7.183,-15.52,93.826,0.95995,-0.642,-0.22351,-0.2083,0.0627,-20.5025,1.045,2.5898,-0.0223,0.6729,0.5782,0.7074,0.6124,10.2836,84.39,0.0,45.0
70.98,-3.71e-05,0.000327,6.9849,-0.0128,0.7875,2.92,-0.0128,-6.953,-15.663,93.791,0.96126,-0.59931,-0.22283,-0.2073,0.0639,-20.6311,1.0098,2.6311,-0.0829,0.6865,0.5833,0.7099,0.607,10.3468,84.39,0.0,45.0
70.984,-3.7e-05,0.0003271,6.9849,-0.0128,0.7914,2.9305,-0.0128,-6.723,-15.794,93.754,0.96136,-0.54827,-0.22244,-0.2085,0.0663,-20.4701,0.9587,2.6278,-0.0045,0.6958,0.5739,0.7127,0.5844,10.2671,84.39,0.0,45.0
70.988,-3.7e-05,0.0003272,6.9848,-0.0127,0.795,2.9411,-0.0127,-6.492,-15.91,93.715,0.96117,-0.48652,-0.22203,-0.21,0.0695,-20.5039,0.9166,2.6486,-0.0196,0.7103,0.561,0.7287,0.5711,10.2849,84.38,0.0,45.0
70.992,-3.7e-05,0.0003274,6.9848,-0.0131,0.7985,2.9517,-0.0131,-6.26,-16.01,93.674,0.96159,-0.41074,-0.22142,-0.2092,0.0662,-20.2813,0.8695,2.633,0.0882,0.7195,0.5312,0.7429,0.5499,10.1742,84.38,0.0,45.0
70.996,-3.69e-05,0.0003275,6.9847,-0.0134,0.8018,2.9623,-0.0134,-6.028,-16.089,93.63,0.96162,-0.32426,-0.22029,-0.2084,0.0682,-20.2833,0.8279,2.6456,0.0856,0.724,0.5084,0.7668,0.5442,10.1739,84.38,0.0,45.0
71.0,-3.69e-05,0.0003276,6.9846,-0.0138,0.805,2.9728,-0.0138,-5.795,-16.148,93.584,0.9604,-0.23536,-0.21886,-0.2101,0.0627,-20.2259,0.7916,2.6435,0.1134,0.7188,0.5,0.7749,0.543,10.1466,84.38,0.0,45.0
71.004,-3.69e-05,0.0003277,6.9846,-0.0147,0.808,2.9833,-0.0147,-5.562,-16.187,93.536,0.96051,-0.14798,-0.21768,-0.2055,0.0678,-20.0041,0.7385,2.6212,0.2171,0.7159,0.4975,0.76,0.5352,10.0345,84.38,0.0,45.0
71.008,-3.69e-05,0.0003278,6.9845,-0.0153,0.8108,2.9939,-0.0153,-5.328,-16.207,93.486,0.96018,-0.06927,-0.21643,-0.1998,0.0627,-20.1363,0.7097,2.6467,0.154,0.7069,0.5123,0.7545,0.5516,10.1012,84.38,0.0,45.0
71.012,-3.68e-05,0.0003279,6.9845,-0.0162,0.8135,3.0044,-0.0162,-5.093,-16.211,93.435,0.96108,0.00639,-0.2161,-0.2108,0.0651,-20.0145,0.665,2.6171,0.206,0.7163,0.527,0.729,0.5378,10.0405,84.38,0.0,45.0
71.016,-3.68e-05,0.000328,6.9844,-0.0167,0.816,3.0149,-0.0167,-4.858,-16.197,93.382,0.96195,0.07633,-0.21526,-0.2156,0.072,-20.1616,0.625,2.6283,0.1316,0.7045,0.531,0.7349,0.5586,10.1158,84.38,0.0,45.0
71.02,-3.68e-05,0.0003281,6.9843,-0.017,0.8183,3.0254,-0.017,-4.622,-16.17,93.328,0.96203,0.13979,-0.21416,-0.2147,0.0668,-20.2505,0.5947,2.6359,0.0825,0.6931,0.5385,0.7343,0.5734,10.1571,84.38,0.0,45.0
71.024,-3.67e-05,0.0003282,6.9843,-0.017,0.8206,3.0361,-0.017,-4.387,-16.128,93.274,0.96094,0.20155,-0.21331,-0.2081,0.068,-20.4368,0.5604,2.6591,-0.0095,0.6994,0.5522,0.7355,0.5756,10.2506,84.38,0.0,45.0
71.028,-3.67e-05,0.0003283,6.9842,-0.0171,0.8226,3.0466,-0.0171,-4.152,-16.072,93.219,0.95949,0.25756,-0.21134,-0.2093,0.0704,-20.3379,0.5167,2.6325,0.0323,0.6689,0.5381,0.7444,0.5989,10.2012,84.38,0.0,45.0
71.032,-3.67e-05,0.0003284,6.9841,-0.0171,0.8245,3.0571,-0.0171,-3.916,-16.005,93.163,0.95987,0.30857,-0.21059,-0.2119,0.0729,-20.3946,0.4775,2.6241,-0.0009,0.6874,0.5652,0.7162,0.5887,10.2301,84.37,0.0,45.0
71.036,-3.67e-05,0.0003285,6.984,-0.0173,0.8263,3.0674,-0.0173,-3.681,-15.927,93.108,0.95924,0.35697,-0.20942,-0.2171,0.0681,-20.2785,0.4413,2.5879,0.0474,0.6716,0.559,0.7175,0.5947,10.1717,84.37,0.0,45.0
71.04,-3.66e-05,0.0003287,6.984,-0.0173,0.8279,3.0778,-0.0173,-3.446,-15.838,93.052,0.95936,0.40133,-0.20849,-0.2169,0.071,-20.3501,0.402,2.5808,0.0067,0.6739,0.57,0.7091,0.5989,10.2075,84.37,0.0,45.0
71.044,-3.66e-05,0.0003288,6.9839,-0.0165,0.8294,3.0882,-0.0165,-3.211,-15.74,92.996,0.95973,0.44332,-0.20789,-0.223,0.0721,-20.7958,0.3723,2.6166,-0.2146,0.6905,0.5925,0.714,0.6109,10.4313,84.37,0.0,45.0
71.048,-3.66e-05,0.0003289,6.9839,-0.0154,0.8307,3.0987,-0.0154,-2.976,-15.632,92.94,0.95861,0.48192,-0.20731,-0.2207,0.0734,-20.8776,0.3335,2.6091,-0.2601,0.687,0.602,0.7136,0.6154,10.4722,84.37,0.0,45.0
71.052,-3.65e-05,0.000329,6.9838,-0.0147,0.8319,3.1089,-0.0147,-2.741,-15.516,92.885,0.9594,0.51727,-0.20662,-0.226,0.0716,-20.6894,0.2933,2.5567,-0.1787,0.6772,0.5958,0.7028,0.6186,10.3772,84.37,0.0,45.0
71.056,-3.65e-05,0.0003291,6.9837,-0.0139,0.8329,3.1191,-0.0139,-2.506,-15.392,92.83,0.96091,0.55171,-0.20576,-0.2245,0.0696,-20.7337,0.2572,2.5405,-0.2063,0.6756,0.5946,0.7048,0.625,10.3998,84.37,0.0,45.0
71.06,-3.65e-05,0.0003292,6.9837,-0.0133,0.8338,3.129,-0.0133,-2.271,-15.261,92.775,0.96121,0.58374,-0.20438,-0.2275,0.0711,-20.5715,0.2149,2.4911,-0.1361,0.6565,0.5853,0.7072,0.6307,10.3187,84.37,0.0,45.0
71.064,-3.64e-05,0.0003293,6.9836,-0.0123,0.8345,3.139,-0.0123,-2.037,-15.122,92.721,0.96146,0.61301,-0.20277,-0.2239,0.071,-20.829,0.1795,2.5029,-0.2684,0.6569,0.5929,0.7156,0.646,10.4455,84.37,0.0,45.0
71.068,-3.64e-05,0.0003294,6.9836,-0.0113,0.8351,3.1489,-0.0113,-1.802,-14.977,92.668,0.963,0.64045,-0.20105,-0.2263,0.0795,-20.7795,0.1316,2.4662,-0.2515,0.6527,0.5906,0.7119,0.6504,10.4221,84.37,0.0,45.0
71.072,-3.64e-05,0.0003296,6.9835,-0.0107,0.8354,3.1585,-0.0107,-1.568,-14.826,92.616,0.96333,0.66568,-0.20056,-0.2235,0.0757,-20.5453,0.0947,2.4114,-0.1474,0.662,0.6087,0.6819,0.623,10.3024,84.37,0.0,45.0
71.076,-3.64e-05,0.0003297,6.9835,-0.0103,0.8356,3.168,-0.0103,-1.334,-14.669,92.564,0.96319,0.68904,-0.1995,-0.2308,0.0769,-20.4085,0.0545,2.3578,-0.0903,0.6446,0.5978,0.6855,0.6307,10.234,84.37,0.0,45.0
71.08,-3.63e-05,0.0003298,6.9835,-0.0093,0.8358,3.1775,-0.0093,-1.1,-14.507,92.513,0.96261,0.71135,-0.19823,-0.2254,0.067,-20.7199,0.0275,2.3733,-0.2481,0.6491,0.6056,0.6977,0.6447,10.3882,84.36,0.0,45.0
71.084,-3.63e-05,0.0003299,6.9834,-0.008,0.8357,3.1869,-0.008,-0.867,-14.34,92.463,0.96303,0.73297,-0.19708,-0.2307,0.0746,-20.8409,-0.0184,2.3518,-0.3156,0.6549,0.6111,0.6974,0.6487,10.4485,84.36,0.0,45.0
71.088,-3.63e-05,0.00033,6.9834,-0.0069,0.8355,3.1961,-0.0069,-0.634,-14.169,92.414,0.96278,0.75205,-0.19562,-0.2341,0.0688,-20.7768,-0.0514,2.3083,-0.2902,0.6436,0.6082,0.6981,0.6548,10.4189,84.36,0.0,45.0
71.092,-3.62e-05,0.0003301,6.9834,-0.006,0.8351,3.2051,-0.006,-0.402,-13.993,92.366,0.96297,0.76956,-0.19487,-0.2359,0.0715,-20.5933,-0.0925,2.2519,-0.2098,0.6484,0.6161,0.6775,0.6395,10.326,84.36,0.0,45.0
71.096,-3.62e-05,0.0003302,6.9834,-0.0047,0.8346,3.2141,-0.0047,-0.17,-13.813,92.319,0.96234,0.7872,-0.19387,-0.2296,0.0765,-20.8499,-0.1371,2.2556,-0.341,0.6513,0.6208,0.6911,0.6501,10.4532,84.36,0.0,45.0
71.1,-3.62e-05,0.0003304,6.9834,-0.0038,0.8339,3.2229,-0.0038,0.061,-13.629,92.273,0.96113,0.80188,-0.19215,-0.2372,0.072,-20.6048,-0.1697,2.1855,-0.2309,0.6263,0.6052,0.6927,0.6585,10.3305,84.36,0.0,45.0
71.104,-3.61e-05,0.0003305,6.9833,-0.0037,0.8331,3.2313,-0.0037,0.292,-13.442,92.228,0.96184,0.81647,-0.19046,-0.2369,0.0714,-20.1543,-0.2044,2.0992,-0.019,0.6151,0.5892,0.6753,0.6465,10.1046,84.36,0.0,45.0
71.108,-3.61e-05,0.0003306,6.9833,-0.0039,0.8321,3.2395,-0.0039,0.523,-13.252,92.185,0.96194,0.82898,-0.18844,-0.2343,0.0651,-20.0176,-0.2346,2.052,0.043,0.6018,0.5827,0.6748,0.6501,10.0376,84.36,0.0,45.0
71.112,-3.61e-05,0.0003307,6.9833,-0.0036,0.831,3.2477,-0.0036,0.753,-13.058,92.143,0.96255,0.84182,-0.18692,-0.2301,0.0758,-20.2141,-0.2849,2.0438,-0.0599,0.6177,0.5966,0.6721,0.6471,10.1338,84.36,0.0,45.0
71.116,-3.61e-05,0.0003308,6.9833,-0.0036,0.8297,3.2556,-0.0036,0.983,-12.862,92.102,0.9635,0.85372,-0.18516,-0.2345,0.0738,-20.0923,-0.3189,1.991,-0.0084,0.6086,0.5891,0.6708,0.6495,10.0719,84.36,0.0,45.0
71.12,-3.6e-05,0.0003309,6.9833,-0.0043,0.8283,3.2633,-0.0043,1.213,-12.663,92.062,0.96405,0.86509,-0.18328,-0.2387,0.0703,-19.6924,-0.347,1.9078,0.1801,0.5929,0.5758,0.66,0.6394,9.8723,84.36,0.0,45.0
71.124,-3.6e-05,0.0003311,6.9833,-0.0048,0.8268,3.2708,-0.0048,1.442,-12.462,92.024,0.96353,0.87482,-0.18143,-0.2342,0.0776,-19.8111,-0.3931,1.8896,0.1166,0.5934,0.5837,0.6626,0.643,9.9306,84.35,0.0,45.0
71.128,-3.6e-05,0.0003312,6.9832,-0.005,0.825,3.2783,-0.005,1.671,-12.258,91.987,0.96262,0.88458,-0.17919,-0.2394,0.0745,-19.9249,-0.4289,1.8609,0.0543,0.5898,0.5811,0.6731,0.6528,9.9872,84.35,0.0,45.0
71.132,-3.59e-05,0.0003313,6.9832,-0.0047,0.8231,3.2856,-0.0047,1.899,-12.052,91.952,0.96351,0.89418,-0.17669,-0.2416,0.0755,-20.1818,-0.4722,1.8486,-0.0756,0.5953,0.5824,0.6833,0.6682,10.117,84.35,0.0,45.0
71.136,-3.59e-05,0.0003314,6.9832,-0.0037,0.8211,3.293,-0.0037,2.127,-11.844,91.918,0.96423,0.90177,-0.17381,-0.2445,0.0764,-20.5161,-0.5181,1.843,-0.2469,0.5961,0.589,0.6977,0.6876,10.2818,84.35,0.0,45.0
71.14,-3.59e-05,0.0003315,6.9832,-0.0024,0.8188,3.3003,-0.0024,2.355,-11.635,91.886,0.96546,0.90809,-0.17147,-0.2394,0.0725,-20.6738,-0.5566,1.8258,-0.3282,0.6096,0.6042,0.6908,0.6854,10.3606,84.35,0.0,45.0
71.144,-3.58e-05,0.0003317,6.9832,-0.0008,0.8165,3.3075,-0.0008,2.582,-11.423,91.855,0.96525,0.91674,-0.16931,-0.2436,0.0714,-20.8154,-0.5977,1.797,-0.4043,0.6181,0.6105,0.6971,0.6819,10.4301,84.35,0.0,45.0
71.148,-3.58e-05,0.0003318,6.9832,0.0015,0.8139,3.3147,0.0015,2.809,-11.21,91.826,0.96482,0.92279,-0.16733,-0.2457,0.0728,-21.161,-0.6474,1.7884,-0.577,0.6285,0.6285,0.7014,0.6926,10.6044,84.35,0.0,45.0
71.152,-3.58e-05,0.0003319,6.9832,0.0037,0.8111,3.3216,0.0037,3.036,-10.996,91.798,0.9648,0.92875,-0.16487,-0.2437,0.0767,-21.0527,-0.6878,1.7401,-0.5299,0.6169,0.6161,0.7059,0.6981,10.5479,84.35,0.0,45.0
71.156,-3.58e-05,0.000332,6.9832,0.0053,0.8083,3.3283,0.0053,3.262,-10.78,91.771,0.96373,0.93505,-0.1634,-0.241,0.0713,-20.8126,-0.7143,1.6803,-0.4156,0.6259,0.6266,0.6829,0.6716,10.4283,84.35,0.0,45.0
71.16,-3.57e-05,0.0003321,6.9833,0.0069,0.8052,3.3349,0.0069,3.487,-10.563,91.746,0.96462,0.94029,-0.16193,-0.2433,0.0767,-20.7657,-0.757,1.6337,-0.3977,0.6253,0.624,0.6775,0.674,10.4035,84.35,0.0,45.0
71.164,-3.57e-05,0.0003323,6.9833,0.0081,0.8021,3.3412,0.0081,3.713,-10.344,91.722,0.96359,0.94551,-0.15991,-0.2485,0.0705,-20.5274,-0.7811,1.5675,-0.2866,0.6058,0.6095,0.6818,0.6737,10.2832,84.35,0.0,45.0
71.168,-3.57e-05,0.0003324,6.9833,0.0093,0.7988,3.3473,0.0093,3.937,-10.124,91.7,0.96374,0.95088,-0.15741,-0.243,0.0679,-20.581,-0.819,1.5376,-0.3156,0.6009,0.6008,0.6906,0.6852,10.3098,84.34,0.0,45.0
71.172,-3.56e-05,0.0003325,6.9834,0.0103,0.7954,3.3532,0.0103,4.162,-9.903,91.679,0.96293,0.95602,-0.15451,-0.2492,0.072,-20.4487,-0.8561,1.4796,-0.2537,0.5883,0.5918,0.6941,0.6868,10.2441,84.34,0.0,45.0
71.176,-3.56e-05,0.0003326,6.9834,0.0116,0.7918,3.359,0.0116,4.386,-9.681,91.66,0.96277,0.9604,-0.1518,-0.2472,0.0732,-20.5741,-0.9004,1.4513,-0.3161,0.5954,0.5991,0.6931,0.6895,10.3082,84.34,0.0,45.0
71.18,-3.56e-05,0.0003327,6.9835,0.0131,0.788,3.3647,0.0131,4.609,-9.458,91.643,0.9631,0.96402,-0.14945,-0.2551,0.0712,-20.6803,-0.9413,1.4116,-0.3741,0.6042,0.6088,0.6884,0.6884,10.3593,84.34,0.0,45.0
71.184,-3.56e-05,0.0003329,6.9835,0.0149,0.7841,3.3702,0.0149,4.833,-9.235,91.627,0.96297,0.96673,-0.14707,-0.2577,0.0719,-20.8416,-0.9877,1.3808,-0.4571,0.6071,0.6154,0.6929,0.6943,10.4385,84.34,0.0,45.0
71.188,-3.55e-05,0.000333,6.9836,0.0163,0.7801,3.3755,0.0163,5.056,-9.01,91.612,0.96277,0.97047,-0.14477,-0.2513,0.0643,-20.5867,-1.0072,1.326,-0.3325,0.6019,0.6071,0.6852,0.6837,10.3117,84.34,0.0,45.0
71.192,-3.55e-05,0.0003331,6.9837,0.0179,0.7758,3.3806,0.0179,5.278,-8.785,91.599,0.96281,0.97263,-0.14295,-0.2605,0.0667,-20.7322,-1.0547,1.2865,-0.4072,0.6128,0.622,0.6788,0.6824,10.384,84.34,0.0,45.0
71.196,-3.55e-05,0.0003332,6.9837,0.0194,0.7715,3.3856,0.0194,5.501,-8.56,91.587,0.96214,0.97623,-0.14116,-0.2579,0.0726,-20.6527,-1.0955,1.2417,-0.3709,0.6115,0.6189,0.6788,0.6763,10.3414,84.34,0.0,45.0
71.2,-3.54e-05,0.0003334,6.9838,0.021,0.7669,3.3904,0.021,5.722,-8.334,91.577,0.96031,0.97799,-0.13976,-0.2594,0.0713,-20.7423,-1.137,1.2049,-0.4155,0.6173,0.6327,0.6737,0.6731,10.387,84.34,0.0,45.0
71.204,-3.54e-05,0.0003335,6.9839,0.0224,0.7622,3.3951,0.0224,5.944,-8.107,91.568,0.96113,0.98062,-0.13843,-0.2532,0.0686,-20.6011,-1.1655,1.1594,-0.3462,0.6188,0.6245,0.6658,0.6699,10.3161,84.34,0.0,45.0
71.208,-3.54e-05,0.0003336,6.984,0.0237,0.7574,3.3995,0.0237,6.166,-7.879,91.56,0.96201,0.98308,-0.13665,-0.2527,0.0705,-20.5429,-1.2026,1.1145,-0.3197,0.6088,0.6148,0.6715,0.676,10.2847,84.34,0.0,45.0
71.212,-3.54e-05,0.0003337,6.9841,0.0249,0.7525,3.4038,0.0249,6.387,-7.652,91.553,0.9614,0.98476,-0.13473,-0.2625,0.0678,-20.5161,-1.236,1.0611,-0.3061,0.6026,0.6149,0.6738,0.677,10.2732,84.34,0.0,45.0
71.216,-3.53e-05,0.0003338,6.9842,0.0266,0.7473,3.4079,0.0266,6.608,-7.424,91.548,0.96184,0.98654,-0.13237,-0.2566,0.0677,-20.7261,-1.2866,1.0384,-0.4093,0.6031,0.6121,0.6868,0.6923,10.3774,84.33,0.0,45.0
71.22,-3.53e-05,0.000334,6.9843,0.0285,0.742,3.412,0.0285,6.829,-7.196,91.544,0.96071,0.98634,-0.13094,-0.257,0.0681,-20.9045,-1.3364,1.0066,-0.4974,0.62,0.6385,0.6757,0.6822,10.4655,84.33,0.0,45.0
71.224,-3.53e-05,0.0003341,6.9845,0.0297,0.7366,3.4157,0.0297,7.049,-6.967,91.542,0.96104,0.98887,-0.1295,-0.2545,0.0699,-20.5002,-1.3514,0.9426,-0.2961,0.6128,0.6201,0.6651,0.6681,10.2641,84.33,0.0,45.0
71.228,-3.53e-05,0.0003342,6.9846,0.0313,0.731,3.4194,0.0313,7.27,-6.738,91.541,0.96091,0.99025,-0.128,-0.2571,0.0715,-20.6947,-1.4037,0.9092,-0.3928,0.6155,0.6273,0.6711,0.6759,10.3592,84.33,0.0,45.0
71.232,-3.52e-05,0.0003343,6.9847,0.0327,0.7253,3.4228,0.0327,7.49,-6.509,91.541,0.9608,0.99194,-0.12648,-0.2554,0.0644,-20.62,-1.4299,0.8646,-0.355,0.6136,0.6241,0.6692,0.6736,10.3219,84.33,0.0,45.0
71.236,-3.52e-05,0.0003345,6.9848,0.0339,0.7194,3.4261,0.0339,7.71,-6.28,91.542,0.96041,0.99259,-0.12492,-0.2518,0.0635,-20.5236,-1.4606,0.8208,-0.3051,0.6081,0.622,0.6661,0.6723,10.274,84.33,0.0,45.0
71.24,-3.52e-05,0.0003346,6.985,0.0354,0.7134,3.4292,0.0354,7.93,-6.05,91.544,0.96175,0.99404,-0.12299,-0.2611,0.0742,-20.6336,-1.5168,0.7746,-0.3584,0.6079,0.6158,0.6748,0.6833,10.3271,84.33,0.0,45.0
71.244,-3.52e-05,0.0003347,6.9851,0.0363,0.7072,3.4321,0.0363,8.15,-5.82,91.548,0.96194,0.99544,-0.12153,-0.2599,0.0656,-20.3559,-1.5265,0.7204,-0.2216,0.606,0.6167,0.659,0.6649,10.1867,84.33,0.0,45.0
71.248,-3.51e-05,0.0003348,6.9853,0.0374,0.701,3.4348,0.0374,8.37,-5.591,91.554,0.96326,0.99596,-0.11982,-0.2634,0.0641,-20.5064,-1.5735,0.6818,-0.2921,0.6068,0.6169,0.6653,0.6769,10.2634,84.33,0.0,45.0
71.252,-3.51e-05,0.000335,6.9854,0.039,0.6945,3.4374,0.039,8.59,-5.361,91.56,0.96144,0.99558,-0.1175,-0.2674,0.0609,-20.7162,-1.6243,0.6451,-0.3952,0.5971,0.618,0.6853,0.6911,10.3661,84.33,0.0,45.0
71.256,-3.51e-05,0.0003351,6.9856,0.0401,0.6879,3.4398,0.0401,8.809,-5.131,91.568,0.96089,0.99633,-0.11574,-0.2666,0.0654,-20.4923,-1.6495,0.5936,-0.2809,0.603,0.6176,0.6685,0.6744,10.2539,84.33,0.0,45.0
71.26,-3.51e-05,0.0003352,6.9858,0.0413,0.6811,3.442,0.0413,9.028,-4.901,91.577,0.95923,0.99753,-0.11418,-0.2619,0.0626,-20.5187,-1.6864,0.557,-0.2895,0.6067,0.6227,0.6679,0.6697,10.2678,84.32,0.0,45.0
71.264,-3.5e-05,0.0003353,6.9859,0.0425,0.6742,3.4441,0.0425,9.247,-4.671,91.588,0.95982,0.9986,-0.11224,-0.2583,0.0642,-20.553,-1.729,0.5196,-0.3047,0.6037,0.6141,0.6724,0.6802,10.2819,84.32,0.0,45.0
71.268,-3.5e-05,0.0003355,6.9861,0.0438,0.6671,3.446,0.0438,9.466,-4.441,91.6,0.95697,0.99961,-0.11007,-0.2638,0.0604,-20.6062,-1.767,0.4736,-0.3275,0.5967,0.6164,0.6823,0.6816,10.3086,84.32,0.0,45.0
71.272,-3.5e-05,0.0003356,6.9863,0.0452,0.6599,3.4477,0.0452,9.684,-4.211,91.613,0.95857,0.99981,-0.10828,-0.2656,0.0653,-20.6344,-1.8117,0.4299,-0.3351,0.6089,0.6192,0.6698,0.6829,10.3235,84.32,0.0,45.0
71.276,-3.5e-05,0.0003357,6.9865,0.0458,0.6526,3.4492,0.0458,9.903,-3.981,91.628,0.96061,0.99992,-0.10678,-0.2568,0.0607,-20.2783,-1.8141,0.3847,-0.1551,0.6037,0.6125,0.6529,0.6673,10.1456,84.32,0.0,45.0
71.28,-3.49e-05,0.0003358,6.9867,0.0458,0.6453,3.4505,0.0458,10.122,-3.751,91.643,0.95958,1.00003,-0.10543,-0.2626,0.0624,-19.9649,-1.825,0.3275,0.0033,0.5921,0.6094,0.6445,0.6509,9.9882,84.32,0.0,45.0
71.284,-3.49e-05,0.0003359,6.9868,0.0456,0.6379,3.4517,0.0456,10.341,-3.521,91.66,0.95954,1.00044,-0.10404,-0.2659,0.0612,-19.896,-1.8544,0.2812,0.0395,0.5909,0.6048,0.6418,0.6502,9.9509,84.32,0.0,45.0
71.288,-3.49e-05,0.0003361,6.987,0.0456,0.6303,3.4527,0.0456,10.56,-3.291,91.678,0.9612,1.00056,-0.10232,-0.2581,0.061,-19.9732,-1.8976,0.2497,0.009,0.5897,0.5996,0.6476,0.6609,9.9906,84.32,0.0,45.0
71.292,-3.49e-05,0.0003362,6.9872,0.0454,0.6226,3.4535,0.0454,10.779,-3.061,91.698,0.9605,1.00222,-0.10072,-0.2598,0.0589,-19.9198,-1.9268,0.2053,0.0407,0.5889,0.601,0.649,0.6521,9.9638,84.32,0.0,45.0
71.296,-3.48e-05,0.0003363,6.9874,0.0452,0.6148,3.4541,0.0452,10.998,-2.831,91.718,0.95971,1.00189,-0.09972,-0.2718,0.0581,-19.9229,-1.9622,0.1521,0.0447,0.5964,0.6144,0.6359,0.6446,9.9652,84.32,0.0,45.0
71.3,-3.48e-05,0.0003364,6.9876,0.0447,0.6068,3.4546,0.0447,11.217,-2.602,91.74,0.95895,1.00248,-0.09822,-0.262,0.0589,-19.7339,-1.981,0.1168,0.1437,0.5833,0.5984,0.6399,0.6458,9.8696,84.32,0.0,45.0
71.304,-3.48e-05,0.0003366,6.9877,0.0445,0.5987,3.4549,0.0445,11.435,-2.372,91.763,0.95804,1.00426,-0.09601,-0.2631,0.0602,-19.977,-2.0421,0.0788,0.0325,0.5799,0.5924,0.6617,0.664,9.9918,84.31,0.0,45.0
71.308,-3.48e-05,0.0003367,6.9879,0.0449,0.5903,3.455,0.0449,11.654,-2.141,91.788,0.95832,1.00534,-0.09345,-0.2607,0.0502,-20.2495,-2.0964,0.0442,-0.0969,0.5831,0.5938,0.6735,0.6812,10.1266,84.31,0.0,45.0
71.312,-3.48e-05,0.0003368,6.9881,0.045,0.5818,3.455,0.045,11.872,-1.912,91.814,0.95717,1.00549,-0.09068,-0.2683,0.0544,-20.0884,-2.1209,-0.0077,-0.0134,0.5709,0.5883,0.6725,0.6789,10.0423,84.31,0.0,45.0
71.316,-3.47e-05,0.0003369,6.9883,0.0454,0.5731,3.4548,0.0454,12.091,-1.682,91.842,0.95726,1.00681,-0.08785,-0.2639,0.0555,-20.3211,-2.1824,-0.0427,-0.1176,0.5803,0.5913,0.681,0.6874,10.16,84.31,0.0,45.0
71.32,-3.47e-05,0.0003371,6.9885,0.0459,0.5642,3.4545,0.0459,12.309,-1.452,91.871,0.95529,1.00587,-0.08555,-0.263,0.0505,-20.3421,-2.2161,-0.0838,-0.1202,0.5847,0.6068,0.672,0.6792,10.1708,84.31,0.0,45.0
71.324,-3.47e-05,0.0003372,6.9886,0.0463,0.5552,3.454,0.0463,12.526,-1.223,91.901,0.95028,1.00684,-0.08319,-0.2631,0.0505,-20.3253,-2.2506,-0.1264,-0.1041,0.5816,0.6068,0.679,0.673,10.1617,84.31,0.0,45.0
71.328,-3.47e-05,0.0003373,6.9888,0.0474,0.5459,3.4533,0.0474,12.741,-0.993,91.934,0.94043,1.00877,-0.08069,-0.259,0.0534,-20.6713,-2.3278,-0.163,-0.2641,0.5847,0.6201,0.7001,0.6785,10.3338,84.31,0.0,45.0
71.332,-3.47e-05,0.0003374,6.989,0.0483,0.5365,3.4525,0.0483,12.954,-0.763,91.967,0.9318,1.01086,-0.07822,-0.2631,0.0494,-20.631,-2.3552,-0.2103,-0.2368,0.5857,0.6175,0.6968,0.6782,10.3132,84.31,0.0,45.0
